marque,annee,prix_de_vente,kilometrage,carburant,type_vendeur,transmission,proprietaire,consommation,moteur,puissance,nb_sieges
Renault,5,6286,31000,Essence,Concessionnaire,Automatique,Premier,24.04,999,67.0,5.0
Hyundai,13,2585,80000,Diesel,Individuel,Manuel,Deuxième,16.2,1493,110.0,5.0
Mahindra,7,7050,139000,Diesel,Individuel,Manuel,Premier,18.49,1493,100.0,7.0
Maruti,12,2233,80000,Essence,Individuel,Manuel,Troisième,15.5,1586,103.3,5.0
Mahindra,8,11750,133000,Diesel,Individuel,Manuel,Deuxième,15.4,2179,120.0,7.0
Volkswagen,11,10575,108000,Diesel,Concessionnaire,Automatique,Premier,17.42,1968,175.0,5.0
Hyundai,5,13513,49000,Diesel,Individuel,Automatique,Premier,22.0,1582,126.2,5.0
Volkswagen,6,10575,74000,Diesel,Individuel,Manuel,Premier,22.27,1498,108.6,5.0
Hyundai,10,8225,120000,Diesel,Individuel,Manuel,Premier,22.7,1582,126.24,5.0
Hyundai,6,8813,39000,Essence,Individuel,Manuel,Premier,17.01,1591,121.3,5.0
Tata,14,999,80000,Diesel,Individuel,Manuel,Deuxième,17.0,1405,70.0,5.0
Mahindra,8,4700,110000,Diesel,Individuel,Manuel,Premier,14.95,2489,93.7,7.0
Toyota,11,11280,153000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Maruti,11,6580,200000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Maruti,10,4700,70000,Diesel,Individuel,Manuel,Premier,22.9,1248,74.0,5.0
Maruti,11,3114,67998,Essence,Concessionnaire,Manuel,Premier,18.9,998,67.1,5.0
Honda,14,3290,40000,Essence,Individuel,Automatique,Troisième,12.9,1799,130.0,5.0
Chevrolet,11,4700,64000,Diesel,Individuel,Manuel,Premier,16.52,1991,123.7,5.0
Toyota,10,8813,80000,Diesel,Individuel,Manuel,Deuxième,12.99,2494,100.6,7.0
Volkswagen,3,9494,5000,Essence,Individuel,Manuel,Premier,18.24,999,108.6,5.0
Hyundai,6,8225,30000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Maruti,11,3408,105000,Diesel,Individuel,Manuel,Deuxième,19.3,1248,73.9,5.0
Nissan,7,8813,35000,Diesel,Individuel,Manuel,Premier,20.45,1461,83.8,5.0
Maruti,7,8354,120000,Diesel,Individuel,Manuel,Premier,24.52,1248,88.5,7.0
Maruti,5,8695,38817,Diesel,Concessionnaire,Manuel,Premier,27.39,1248,74.0,5.0
Autres,5,46706,31800,Diesel,Concessionnaire,Automatique,Premier,17.01,1968,188.0,5.0
Hyundai,7,4700,80000,Essence,Individuel,Manuel,Deuxième,18.9,1197,82.0,5.0
Toyota,16,4747,120000,Diesel,Individuel,Manuel,Troisième,12.8,2494,102.0,8.0
Hyundai,14,2350,53000,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Maruti,7,9400,90000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Renault,6,4113,30000,Essence,Individuel,Manuel,Premier,23.01,999,67.0,5.0
Jaguar,6,37600,45000,Diesel,Concessionnaire,Automatique,Premier,19.33,1999,177.0,5.0
Maruti,7,2938,20000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Hyundai,5,9400,30000,Diesel,Individuel,Manuel,Premier,21.19,1396,88.76,5.0
Maruti,8,4759,68000,Essence,Individuel,Manuel,Deuxième,20.4,1197,81.8,5.0
Maruti,9,6698,79000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Hyundai,11,2115,56000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Maruti,6,8695,40000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Ford,10,2820,100000,Diesel,Individuel,Manuel,Premier,20.0,1399,68.1,5.0
Maruti,9,4113,35000,Essence,Individuel,Manuel,Premier,20.51,998,67.04,5.0
Hyundai,12,5523,89000,Diesel,Individuel,Manuel,Premier,23.0,1396,90.0,5.0
Ford,10,4113,120000,Essence,Individuel,Manuel,Premier,14.09,1596,99.6,5.0
Hyundai,12,3760,155000,Diesel,Individuel,Manuel,Premier,23.0,1396,90.0,5.0
Maruti,8,7050,80000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Ford,7,7873,50478,Essence,Individuel,Manuel,Premier,15.85,1499,110.4,5.0
Maruti,12,3173,30000,Essence,Individuel,Manuel,Premier,19.0,998,67.1,5.0
Chevrolet,12,1939,70000,Diesel,Individuel,Manuel,Deuxième,25.44,936,57.6,5.0
Tata,14,1469,100000,Diesel,Individuel,Manuel,Deuxième,17.0,1405,71.0,5.0
Hyundai,9,12338,146000,Diesel,Individuel,Automatique,Deuxième,13.01,2199,194.3,7.0
Hyundai,12,1880,57000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Autres,4,52875,21000,Diesel,Concessionnaire,Automatique,Premier,12.83,1999,148.31,7.0
Ford,9,6463,105000,Diesel,Concessionnaire,Manuel,Premier,21.7,1498,98.96,5.0
Maruti,14,1939,60000,Essence,Individuel,Manuel,Premier,19.0,998,67.1,5.0
Tata,4,7638,20000,Essence,Individuel,Manuel,Premier,20.3,1199,83.81,5.0
Toyota,4,10516,9654,Essence,Concessionnaire,Automatique,Premier,19.56,1197,81.8,5.0
Nissan,6,9988,55000,Diesel,Individuel,Automatique,Premier,19.61,1461,108.5,5.0
Hyundai,12,2115,35000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Toyota,13,6463,216000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Maruti,19,392,90000,Essence,Individuel,Manuel,Troisième,18.9,998,67.1,5.0
Tata,10,3713,140000,Diesel,Individuel,Manuel,Premier,21.02,1248,88.76,5.0
Maruti,5,7990,70000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Tata,12,1293,120000,Diesel,Individuel,Manuel,Premier,19.4,1405,70.0,5.0
Mahindra,12,5288,56000,Diesel,Individuel,Manuel,Premier,13.0,2489,95.0,8.0
Hyundai,16,1293,75000,Essence,Individuel,Manuel,Deuxième,17.8,1086,63.0,5.0
Volkswagen,9,6756,40000,Diesel,Individuel,Manuel,Troisième,20.14,1498,88.8,5.0
Hyundai,5,4113,25000,Essence,Individuel,Manuel,Premier,20.3,998,68.05,5.0
Maruti,16,881,60000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Renault,4,3819,14700,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Maruti,25,529,80000,Essence,Individuel,Manuel,Quatrième,16.1,796,37.0,4.0
Maruti,10,2174,80000,Essence,Individuel,Manuel,Deuxième,22.74,796,47.3,5.0
Maruti,5,4113,10000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Volkswagen,7,15863,97000,Diesel,Individuel,Automatique,Premier,16.96,1968,138.03,5.0
Toyota,18,2879,120000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Mahindra,11,4348,120000,Diesel,Individuel,Manuel,Deuxième,13.5,2179,115.0,5.0
Toyota,16,3173,147500,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,7.0
Autres,23,1175,60000,Essence,Individuel,Manuel,Premier,18.5,796,53.0,5.0
Ford,5,10575,40000,Diesel,Individuel,Manuel,Premier,23.0,1498,98.96,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Maruti,13,2468,43000,Essence,Individuel,Manuel,Premier,18.9,998,67.1,5.0
Hyundai,5,7696,19500,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Renault,9,4817,188000,Diesel,Individuel,Manuel,Deuxième,19.01,1461,108.45,5.0
Maruti,5,6463,24400,Essence,Individuel,Manuel,Premier,22.0,1197,81.8,5.0
Maruti,6,7285,90000,Essence,Individuel,Manuel,Premier,22.0,1197,81.8,5.0
Hyundai,7,5288,40000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Hyundai,14,1669,110000,Essence,Individuel,Manuel,Premier,20.36,1197,78.9,5.0
Jaguar,6,31854,9000,Diesel,Concessionnaire,Automatique,Premier,13.6,1999,177.0,5.0
Maruti,9,5581,40000,Essence,Individuel,Manuel,Premier,19.1,1197,85.8,5.0
Chevrolet,11,2644,100000,Diesel,Individuel,Manuel,Troisième,25.44,936,57.6,5.0
Hyundai,4,14923,20000,Essence,Individuel,Automatique,Premier,17.0,1591,121.3,5.0
Maruti,8,6463,50000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Hyundai,12,3760,70000,Diesel,Individuel,Manuel,Deuxième,21.9,1396,90.0,5.0
Maruti,13,3173,98000,Diesel,Individuel,Manuel,Premier,17.8,1248,75.0,5.0
Tata,8,5910,110000,Diesel,Individuel,Manuel,Premier,14.1,2179,147.94,7.0
Volkswagen,12,3525,72000,Diesel,Individuel,Manuel,Deuxième,20.54,1598,103.6,5.0
Maruti,12,2702,500000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Hyundai,15,1293,80000,Essence,Individuel,Manuel,Troisième,17.8,1086,63.0,5.0
Honda,13,4113,58544,Essence,Concessionnaire,Manuel,Deuxième,17.4,1497,117.3,5.0
Maruti,6,6110,28832,Diesel,Concessionnaire,Manuel,Premier,23.4,1248,74.0,5.0
Chevrolet,8,2820,55000,Diesel,Individuel,Manuel,Premier,25.44,936,56.3,5.0
Mahindra,10,9400,150000,Diesel,Individuel,Manuel,Deuxième,15.1,2179,140.0,7.0
Maruti,17,1410,141000,Essence,Individuel,Manuel,Deuxième,17.3,993,60.0,5.0
Maruti,10,4406,77000,Diesel,Individuel,Manuel,Premier,22.9,1248,74.0,5.0
Hyundai,7,5523,10000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Chevrolet,12,3196,170000,Diesel,Individuel,Manuel,Quatrième,16.52,1991,123.7,5.0
Maruti,11,2761,80000,Essence,Individuel,Manuel,Troisième,20.92,998,67.1,5.0
Tata,6,6110,20000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Honda,11,6463,83000,Essence,Individuel,Manuel,Premier,16.8,1497,116.3,5.0
Ford,7,26790,120000,Diesel,Individuel,Automatique,Deuxième,10.91,3198,197.0,7.0
Maruti,6,3314,15000,Essence,Individuel,Manuel,Premier,24.7,796,47.3,5.0
Maruti,10,4524,180000,Diesel,Individuel,Manuel,Deuxième,23.4,1248,74.0,5.0
Tata,11,1586,120000,Diesel,Individuel,Manuel,Deuxième,19.0,1405,71.0,5.0
Ford,20,1293,83000,Essence,Individuel,Manuel,Deuxième,13.8,1299,70.0,5.0
Maruti,11,2115,70000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Tata,11,1857,110000,Diesel,Individuel,Manuel,Deuxième,19.09,1396,69.0,5.0
Maruti,7,2233,70000,Essence,Individuel,Manuel,Deuxième,16.8,796,34.2,8.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Honda,6,4700,50000,Essence,Individuel,Manuel,Premier,18.5,1198,86.8,5.0
Autres,24,1763,198000,Diesel,Individuel,Manuel,Deuxième,14.8,1998,68.0,5.0
Mahindra,5,10575,60000,Diesel,Individuel,Manuel,Premier,15.4,2523,75.0,7.0
Volkswagen,11,4700,60000,Diesel,Individuel,Manuel,Troisième,20.5,1598,105.0,5.0
Maruti,4,8813,6500,Essence,Individuel,Automatique,Premier,21.21,1197,81.8,5.0
Jaguar,6,31854,9000,Diesel,Concessionnaire,Automatique,Premier,13.6,1999,177.0,5.0
Mercedes-Benz,15,8519,80000,Diesel,Individuel,Automatique,Deuxième,14.84,2143,170.0,5.0
Renault,4,3643,25000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Toyota,5,35250,35000,Diesel,Individuel,Manuel,Premier,14.24,2755,174.5,7.0
Renault,10,6815,67000,Diesel,Individuel,Manuel,Deuxième,20.4,1461,108.5,5.0
Maruti,14,1645,35000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Hyundai,9,2938,40000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Tata,5,5875,35000,Essence,Individuel,Manuel,Premier,20.3,1199,83.81,5.0
Jaguar,6,31854,9000,Diesel,Concessionnaire,Automatique,Premier,13.6,1999,177.0,5.0
Maruti,4,5581,5000,Essence,Individuel,Automatique,Premier,21.7,998,67.0,5.0
Tata,12,2526,70000,Diesel,Individuel,Manuel,Premier,23.03,1396,69.0,5.0
Ford,4,10399,10000,Essence,Individuel,Manuel,Deuxième,17.0,1497,121.31,5.0
Hyundai,11,4171,60000,Essence,Concessionnaire,Manuel,Premier,17.7,1497,113.42,5.0
Tata,13,4700,120000,Diesel,Individuel,Manuel,Quatrième,13.93,2179,138.03,7.0
Volkswagen,5,6580,14495,Essence,Concessionnaire,Manuel,Premier,18.78,999,75.0,5.0
Mahindra,12,5288,95000,Diesel,Individuel,Automatique,Deuxième,11.79,2179,120.0,8.0
Mercedes-Benz,5,54050,6000,Diesel,Concessionnaire,Automatique,Premier,17.9,2143,170.0,5.0
Hyundai,6,11163,45000,Diesel,Individuel,Manuel,Premier,21.38,1396,88.7,5.0
Mahindra,12,4465,80000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Honda,8,8225,140000,Diesel,Individuel,Manuel,Deuxième,25.1,1498,98.6,5.0
Maruti,10,4876,60000,Essence,Individuel,Manuel,Deuxième,18.5,1197,85.8,5.0
Tata,16,2350,120000,Diesel,Individuel,Manuel,Deuxième,13.93,2956,138.1,7.0
Hyundai,8,7638,70000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Ford,10,3819,158000,Diesel,Concessionnaire,Manuel,Premier,24.4,1499,98.96,5.0
Maruti,10,2938,27000,Essence,Individuel,Manuel,Premier,20.92,998,67.1,5.0
Mahindra,11,10575,100000,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Toyota,18,3643,200000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,8.0
Maruti,8,6698,80000,Essence,Individuel,Manuel,Premier,16.02,1373,93.7,7.0
Nissan,9,5581,40000,Diesel,Individuel,Manuel,Premier,19.01,1461,108.5,5.0
Maruti,5,8695,38817,Diesel,Concessionnaire,Manuel,Premier,27.39,1248,74.0,5.0
Hyundai,6,5288,56290,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Mahindra,12,4700,320000,Diesel,Individuel,Manuel,Troisième,12.05,2179,120.0,8.0
Ford,7,8519,30000,Diesel,Individuel,Manuel,Premier,21.7,1498,98.96,5.0
Ford,10,5581,48000,Diesel,Concessionnaire,Manuel,Deuxième,21.7,1498,98.96,5.0
Maruti,11,2644,80000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Maruti,9,3760,70000,Essence,Individuel,Manuel,Premier,20.51,998,67.04,5.0
Hyundai,6,7826,13000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Maruti,12,2350,73000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Ford,11,3525,54000,Diesel,Individuel,Manuel,Premier,20.0,1399,68.0,5.0
Honda,7,9435,50856,Diesel,Concessionnaire,Manuel,Premier,26.0,1498,98.6,5.0
Tata,5,12044,8000,Diesel,Concessionnaire,Automatique,Premier,21.5,1497,108.5,5.0
Toyota,8,6698,120000,Diesel,Individuel,Manuel,Deuxième,23.59,1364,67.05,5.0
Maruti,10,4406,65000,Diesel,Concessionnaire,Manuel,Premier,28.4,1248,74.0,5.0
Ford,7,4559,50000,Essence,Individuel,Manuel,Deuxième,18.16,1196,86.8,5.0
Hyundai,5,12338,70000,Diesel,Individuel,Manuel,Premier,21.38,1396,88.7,5.0
Ford,6,7285,35000,Diesel,Individuel,Manuel,Premier,24.29,1498,99.0,5.0
Maruti,6,5875,130000,Essence,Individuel,Manuel,Deuxième,19.0,1197,85.8,5.0
Toyota,5,37600,60000,Diesel,Individuel,Automatique,Premier,15.04,2755,174.5,7.0
Mahindra,15,5288,78000,Diesel,Concessionnaire,Manuel,Premier,15.4,1997,120.0,7.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
BMW,8,19388,74000,Diesel,Individuel,Automatique,Premier,18.88,1995,184.0,5.0
Hyundai,8,5875,70000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Honda,14,4054,47000,Essence,Individuel,Manuel,Deuxième,17.0,1497,118.0,5.0
Ford,14,2233,100000,Diesel,Individuel,Manuel,Deuxième,17.8,1399,67.0,5.0
Mahindra,5,10575,26235,Diesel,Concessionnaire,Manuel,Premier,16.55,2498,105.0,6.0
Maruti,13,2526,120600,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Tata,11,3408,60000,Diesel,Individuel,Manuel,Premier,21.02,1248,88.76,5.0
Skoda,12,2468,100000,Diesel,Individuel,Manuel,Premier,19.5,1199,75.0,5.0
Chevrolet,16,764,30000,Essence,Individuel,Manuel,Deuxième,14.7,1150,76.0,5.0
Tata,6,3408,40000,Diesel,Individuel,Manuel,Premier,25.0,1396,69.0,5.0
Hyundai,6,5875,20000,Essence,Individuel,Manuel,Premier,18.9,1197,81.86,5.0
Maruti,6,3995,45000,Essence,Individuel,Manuel,Premier,23.95,998,67.1,5.0
Ford,8,4289,105000,Diesel,Concessionnaire,Manuel,Premier,25.83,1498,99.0,5.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Maruti,8,6756,60000,Diesel,Concessionnaire,Manuel,Premier,25.47,1248,88.5,7.0
Hyundai,11,3525,40000,Essence,Individuel,Manuel,Deuxième,17.92,1086,62.1,5.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Mahindra,6,7755,67000,Diesel,Individuel,Manuel,Deuxième,18.49,1493,100.0,7.0
Chevrolet,13,1410,40000,Essence,Individuel,Manuel,Deuxième,18.6,1199,79.4,5.0
Mahindra,6,4700,30000,Diesel,Individuel,Manuel,Premier,25.32,1198,77.0,6.0
Maruti,28,646,70000,Essence,Individuel,Manuel,Premier,16.1,796,37.0,4.0
Hyundai,13,2197,200400,Essence,Individuel,Manuel,Deuxième,19.81,1086,68.05,5.0
Chevrolet,7,4700,30000,Essence,Individuel,Manuel,Premier,18.2,1199,82.4,5.0
Maruti,13,1939,20000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,13,2115,55000,Essence,Individuel,Manuel,Premier,19.0,998,67.1,5.0
Maruti,25,823,100000,Essence,Individuel,Manuel,Deuxième,16.1,796,37.0,4.0
Hyundai,8,2702,34000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Nissan,8,4066,36422,Essence,Concessionnaire,Manuel,Premier,18.44,1198,75.0,5.0
Toyota,12,6463,250000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,7.0
Hyundai,7,4817,78000,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Autres,15,1434,60000,Diesel,Individuel,Manuel,Deuxième,12.8,1995,52.0,5.0
Ford,12,2350,70000,Essence,Individuel,Manuel,Deuxième,16.6,1388,68.0,5.0
Mahindra,3,6463,60000,Diesel,Individuel,Manuel,Premier,25.32,1198,77.0,6.0
Tata,3,10810,20000,Essence,Individuel,Manuel,Premier,17.0,1198,108.5,5.0
Maruti,17,1293,120000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Mahindra,8,9400,70000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
BMW,11,21150,50000,Diesel,Individuel,Automatique,Premier,16.09,1995,184.0,5.0
Hyundai,4,9400,35000,Essence,Individuel,Manuel,Premier,18.6,1197,81.86,5.0
Mercedes-Benz,12,18800,74000,Diesel,Concessionnaire,Automatique,Premier,10.0,2148,170.0,5.0
Maruti,8,3408,60000,Essence,Individuel,Manuel,Premier,20.51,998,67.04,5.0
Hyundai,10,4583,53000,Diesel,Individuel,Manuel,Deuxième,21.9,1396,88.76,5.0
Maruti,20,529,58000,Essence,Individuel,Manuel,Premier,16.1,796,37.0,4.0
Mahindra,12,3643,5000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Skoda,15,1645,150000,Diesel,Individuel,Manuel,Troisième,19.4,1422,70.0,5.0
Ford,5,7638,20706,Diesel,Concessionnaire,Manuel,Premier,23.8,1499,98.63,5.0
Honda,6,8519,6550,Essence,Individuel,Automatique,Premier,18.2,1199,88.7,5.0
Tata,7,4113,15000,Essence,Individuel,Manuel,Premier,23.84,1199,84.0,5.0
Ford,6,9988,60000,Diesel,Individuel,Manuel,Premier,22.77,1498,98.59,5.0
Maruti,8,4817,18500,Essence,Individuel,Manuel,Premier,20.51,998,67.04,5.0
Toyota,13,4994,129000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,8.0
Chevrolet,12,1986,41000,Essence,Individuel,Manuel,Premier,18.0,995,62.0,5.0
Ford,11,3525,70000,Diesel,Individuel,Manuel,Premier,20.0,1399,68.0,5.0
Renault,5,4700,30000,Essence,Individuel,Automatique,Deuxième,24.04,999,67.0,5.0
Maruti,14,1880,80000,Essence,Individuel,Manuel,Deuxième,18.9,998,67.1,5.0
Maruti,8,4113,38000,Essence,Individuel,Automatique,Deuxième,23.95,998,67.05,5.0
Toyota,7,20563,52000,Diesel,Concessionnaire,Automatique,Premier,12.55,2982,168.5,7.0
Hyundai,6,2938,35000,Essence,Individuel,Manuel,Deuxième,20.3,998,68.05,5.0
Chevrolet,13,1469,70000,Essence,Individuel,Manuel,Premier,16.0,995,63.0,5.0
Mahindra,8,11750,24700,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Mahindra,5,6286,21000,Essence,Individuel,Manuel,Deuxième,18.15,1198,82.0,6.0
Volvo,5,29081,2000,Diesel,Concessionnaire,Automatique,Premier,16.8,1984,150.0,5.0
Ford,10,2879,70000,Diesel,Individuel,Manuel,Deuxième,20.0,1399,68.1,5.0
Hyundai,10,2291,50000,Essence,Individuel,Manuel,Deuxième,17.92,1086,62.1,5.0
Maruti,6,7638,70000,Essence,Individuel,Manuel,Premier,20.85,1197,83.14,5.0
Volkswagen,11,4406,90000,Diesel,Individuel,Manuel,Premier,20.54,1598,103.6,5.0
Tata,3,5875,40000,Essence,Individuel,Manuel,Premier,17.57,1193,88.7,5.0
Hyundai,16,1763,60000,Essence,Individuel,Manuel,Quatrième,17.92,1086,62.1,5.0
Toyota,12,9400,197000,Diesel,Individuel,Manuel,Premier,12.8,2494,102.0,7.0
Hyundai,4,4994,15000,Essence,Individuel,Manuel,Premier,20.3,1086,68.0,5.0
Tata,11,1528,60000,Diesel,Individuel,Manuel,Premier,22.3,1248,74.0,5.0
Chevrolet,6,7638,40000,Diesel,Individuel,Manuel,Deuxième,18.2,1248,73.74,7.0
Mahindra,9,9400,80000,Diesel,Individuel,Automatique,Premier,11.79,2179,120.0,8.0
Tata,5,8813,25000,Essence,Individuel,Manuel,Premier,17.0,1198,108.5,5.0
Ford,11,3290,60000,Diesel,Individuel,Manuel,Deuxième,23.5,1498,88.7,5.0
Mahindra,11,4113,120000,Diesel,Individuel,Manuel,Quatrième,14.0,2498,112.0,8.0
Tata,11,1763,110000,Diesel,Individuel,Manuel,Premier,22.3,1248,74.0,5.0
Hyundai,8,5288,53000,Diesel,Individuel,Manuel,Premier,24.0,1120,70.0,5.0
Maruti,9,3525,49025,Essence,Individuel,Manuel,Premier,15.37,1196,73.0,5.0
Hyundai,5,6698,25000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Chevrolet,8,2938,23500,Essence,Individuel,Manuel,Premier,18.6,1199,76.8,5.0
Renault,7,3525,30000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Hyundai,4,6463,3000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Maruti,3,6792,5000,Essence,Individuel,Manuel,Premier,21.21,1197,81.8,5.0
Maruti,7,7638,50000,Diesel,Individuel,Automatique,Deuxième,26.59,1248,74.0,5.0
Tata,12,1763,50000,Essence,Individuel,Manuel,Deuxième,15.64,1193,64.08,5.0
Maruti,15,1175,66530,Essence,Individuel,Manuel,Deuxième,18.9,1061,67.0,5.0
Mahindra,10,11163,49700,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Honda,5,11151,10200,Essence,Individuel,Manuel,Premier,17.4,1497,117.6,5.0
Maruti,19,1058,60000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Autres,4,17038,22000,Essence,Concessionnaire,Automatique,Premier,16.0,1368,160.0,5.0
Chevrolet,12,5875,99500,Diesel,Individuel,Manuel,Troisième,11.5,1991,147.9,7.0
Renault,6,3878,20000,Essence,Individuel,Manuel,Premier,23.01,999,67.0,5.0
Mahindra,12,2468,215000,Diesel,Individuel,Manuel,Premier,21.0,1461,64.1,5.0
Maruti,8,2773,60000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Toyota,11,8578,250000,Diesel,Individuel,Manuel,Premier,12.99,2494,100.0,7.0
Maruti,7,3760,43000,GNC,Individuel,Manuel,Deuxième,37.24,998,58.16,5.0
Mahindra,9,6463,11500,Diesel,Individuel,Manuel,Premier,15.96,2523,63.0,9.0
Nissan,5,7873,35000,Diesel,Individuel,Manuel,Premier,22.71,1461,84.8,5.0
Mahindra,13,4947,120000,Diesel,Individuel,Manuel,Deuxième,13.6,2523,63.0,7.0
Toyota,20,1704,70000,Essence,Individuel,Manuel,Deuxième,13.4,1794,125.0,5.0
Hyundai,8,5111,90000,Essence,Individuel,Manuel,Deuxième,18.6,1197,81.83,5.0
Maruti,10,5523,120000,Diesel,Individuel,Manuel,Troisième,22.9,1248,74.0,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Maruti,21,646,100000,Essence,Individuel,Manuel,Deuxième,17.3,993,60.0,5.0
Mahindra,9,2938,50000,Diesel,Individuel,Manuel,Deuxième,21.03,1461,65.0,5.0
Hyundai,12,2233,110000,Essence,Individuel,Manuel,Troisième,20.36,1197,78.9,5.0
Ford,11,2644,60000,Diesel,Individuel,Manuel,Premier,20.0,1399,68.0,5.0
Honda,6,10105,28000,Essence,Individuel,Manuel,Premier,17.8,1497,117.3,5.0
Maruti,13,2644,64000,Diesel,Individuel,Manuel,Troisième,21.1,1248,73.9,5.0
Mahindra,10,5875,50000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Hyundai,4,5992,40000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Maruti,10,3173,80000,GNC,Individuel,Manuel,Deuxième,45.528,998,58.33,5.0
Maruti,7,8989,100000,Diesel,Individuel,Manuel,Deuxième,24.3,1248,88.5,5.0
Hyundai,9,4465,30000,Essence,Individuel,Manuel,Deuxième,18.9,1197,81.86,5.0
Ford,14,1821,110000,Diesel,Individuel,Manuel,Troisième,17.7,1399,68.0,5.0
Maruti,8,7050,50000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Maruti,8,7638,50000,Essence,Individuel,Manuel,Premier,21.4,1197,83.1,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Tata,5,11397,21871,Diesel,Individuel,Manuel,Premier,21.5,1497,108.5,5.0
Chevrolet,14,3466,195000,Diesel,Individuel,Manuel,Deuxième,14.8,2499,80.0,10.0
